Url_images,Name_page,Date_post,Descriptions,Hashtags,Username,Commentaires,Nombre_de_commentaire,Partages,J'adores,J'aimes,Solidaires,Rires,Colère,Tristes,Wouah,Url_post,Annee_post,Followers,langue_post_encoded,Text,Jour,Mois_encoded,Date,Jour_de_la_semaine_encoded,Season_encoded,Nombre_Hashtags,Sentiment_comms_BERT,langue_post_comm,Translated_Comments,Sentiment_post_encoded,Found_Hash,Longueur_caracteres_text_comments,Longueur_caracteres_text,sentiment_comments_BERT_POS,sentiment_comments_BERT_NEG,Reach,prediction_label,prediction_score
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/275431853_292631296330475_485418112048743530_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=dZgyfAob4gQAX8F1LTD&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfChdhxsZB5o89vc7MT_I_G4TSfzSAC5IbdgXV0Pk3hf-A&oe=655DBA24'],Colissimo Tunisia,8 mars,[كوليسيمو ، اسرع شركة توصيل في تونس.للمزيد من المعلومات الرجاء الاتصال على بريد الصفحة او على الارقام التاليه.https://www.colissimo.tnTel : +21629917890 /+21629917898Mail : contact@colissimo.tn,,"Rou Ry, Choko Choko, Nassim Djaout","'Je confirme', 'Bravo colissimo', 'توصيل لاحزائر كاين ؟'",3.0,0.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/292631302997141/?type=3,2022,13000,2,"Colissimo, the fastest delivery company Tunisia. For more formation, please contact the page’s email or the followg numbers. https://www.colissimo.tnTel: +21629917890 /+21629917898Mail: contact@colissimo.tn",8.0,7,2022-03-08,5,1,0,"['POS', 'POS', 'POS']","['fr', 'TN', 'ar']","' I confirm ', ' Bravo colissimo ', ' Delivery to anywhere? '",2,0,56,206,3,0,0,0,0.9999
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/273597189_273901518203453_1965563951666304960_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-OCFzUAtai4AX-wfiCR&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfDxyObHQ87ZmAsgOA-oiHY2vr9JQQUArGtcf5lc1bBlug&oe=655DE91F'],Colissimo Tunisia,7 février,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/273899698203635/?type=3,2022,13000,0,,7.0,3,2022-02-07,1,3,0,,,,0,0,0,0,0,0,0,0,0.9999
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/273628442_273901511536787_8044383707300253046_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=B8bEAlrAzyoAX8wyndq&_nc_oc=AQmtqq40LEpuSR8GXcEPenOFEgwtcb20d1lwVRXFXl2K3FP2yOFh4i7iBc2mlPGHnJ4&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfC2ad1CujtPfxte1Mr5Fx6QKlkzv4UFpdWflttcgSuWnQ&oe=655E3481'],Colissimo Tunisia,7 février,,,"Amira Mn, Colissimo Tunisia","'Je suis satisfaite de votre service', 'Amira Mn'",2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/273899691536969/?type=3,2022,13000,0,,7.0,3,2022-02-07,1,3,0,"['POS', 'POS']","['fr', 'TN']","' I am satisfied with your service ', ' Amira Mn '",0,0,49,0,2,0,0,0,0.9999
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/268110429_243145974612341_143809095211883707_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=dPI0MpN1BBoAX_D0G-X&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfAMJZBCaTqZFdBAtsyhcn0ifZuHWUI_MAbTx_HLGx8HOg&oe=655CA2D7'],Colissimo Tunisia,18 décembre,[I love#ColissimoTunisia,colissimotunisia,"Chourouk Daghar, Colissimo Tunisia, Amira Mn, Colissimo Tunisia","'La meilleure', 'Chourouk Daghar', 'Amira Mn'",3.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/243145987945673/?type=3,2021,13000,1,I love,18.0,2,2021-12-18,2,3,1,"['POS', 'POS', 'POS']","['fr', 'fr', 'TN']","' The best ', ' Chourouk Daghar ', ' Amira Mn '",2,1,45,6,3,0,0,0,0.9999
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/268160697_243138704613068_6431954409077798291_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=hywuP_5N9uEAX-1DJr0&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBVNZf4a3v8ST6GPNTlXdz3MIXUx-hwYp9l1FimHWjYxg&oe=655CC398'],Colissimo Tunisia,18 décembre,[حتى كوليسيمو في قطر اليوم#Ti_biensur_livraison_COLISSIMO_5ir,ti_biensur_livraison_colissimo_5ir,,,0.0,1.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/243138711279734/?type=3,2021,13000,2,Until Colissimo Qatar today ,18.0,2,2021-12-18,2,3,1,,,,2,0,0,28,0,0,0,0,0.9999
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/259476851_228184919441780_8126488672582624043_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=tj7yTCJ7g84AX9cPJaU&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfBpZjlo4Dd_VCBNW_RBeIMqKAJYyg5EtqeaFgA0jIuOIw&oe=655D3F80'],Colissimo Tunisia,24 novembre,[كوليسيمو ، اسرع شركة توصيل في تونس.للمزيد من المعلومات الرجاء الاتصال على بريد الصفحة او على الارقام التاليه.https://www.colissimo.tnTel : +21629917890 /+21629917891 /+21629917898Mail : contact@colissimo.tn,,"Colissimo Tunisia, Ongleerie Haanen, Malék Ghanmi Said, Yossra Jaieb, Mariam Feki Amara, Abou Al Awled, Jridi Aymen, Mohamed Kahla, Chiheb Jarraya, 吳佩君, Chiheb Jarraya, Naim Jebari, Colissimo Tunisia, Naim Jebari, Lotfi Lotfi, Ibtissem Miladi Ep Jridi, Ali Ben Kilani Ghrairi, Hamd Ma, Hamdi Pro","'Oui', 'Rabi ybarkelkom suis satisfaite', 'Top je recommande vivement ,', '', 'brabi kifeh nit7aslou alik', 'Mariam Feki Amaravraiment service Tayara  Rabi ybarkilhom وأهم حاجة ناس ثقة والله', 'Mariam Feki Amara26599820', 't7ibo 5adama', 'عندكم بيرو في صفاقس؟', 'تحبوش شوفير من فضلك.شكرا', 'انتم وين', 'السلام عليكم', 'Naim Jebariمرحبا بيك', 'Colissimo Tunisiaالسلام عليكم، بربي تقبلو سائق ذو خبرة 11 سنة و دراية عالية بالطرقات من الشمال إلى الجنوبالعمر 40 سنةمتزوج و أب لطفلة …En voir plus', 'قداش سعر التوصيل لمختلف جهات الجمهورية ؟  و وين موجودين ؟', 'تخدمو كامل تراب الجمهورية ولا', 'تستحقوش شوفر', 'شكون لهنا يخدم ع انترنات و يحب نتعاملو مع بعضنا نوصللو كوليات متاع ناس الي تشري  زون ساحل لكل و قيروان ؟', 'Andkom fi Nabeul'",19.0,0.0,41.0,579.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/228184929441779/?type=3,2021,13000,2,"Colissimo, the fastest delivery company Tunisia. For more formation, please contact the page’s email or the followg numbers. https://www.colissimo.tnTel: +21629917890 /+21629917891 /+21629917898Mail: contact@colissimo.tn",24.0,9,2021-11-24,6,0,0,"['POS', 'POS', 'POS', 'NEG', 'NEG', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'NEG', 'POS', 'POS', 'NEG', 'POS', 'NEG', 'POS', 'POS']","['TN', 'TN', 'fr', 'fr', 'fr', 'TN', 'TN', 'TN', 'TN', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'fr', 'ar', 'TN']","' Oui ', ' Rabi ybarkelkom suis satisfaite ', ' Top I highly recommend ', '  ', '  ', ' brabi kifeh nit7aslou alik ', ' Mariam Feki Amaravraiment service Tayara  Rabi ybarkilhom وأهم حاجة ناس ثقة والله ', ' Mariam Feki Amara26599820 ', ' t7ibo 5adama ', ' Do you have Peru in Sfax? ', ' Would you like a shoe please? Thank you ', ' Where are you? ', ' Hello ', ' Naim Jebari Welcome ', ' Colissimo Tunisia Peace be upon you', 'please accept a driver with 11 years of experience and great knowledge of the roads from north to south. Age 40. Married and father of a daughter... Read more ', ' What is the price for delivery to various parts of the Republic? And where are you located? ', ' Do you serve the entire territory of the Republic? ', ' تستحقوش شوفر ', ' Who is here to work on the Internet and like to deal with each other and deliver couriers for the belongings of people who buy a zone in the coast of Kila and Kairouan? ', ' Andkom fi Nabeul '",2,0,729,220,16,5,1,2,0.9996
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/255997299_223481863245419_1039008034747224372_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=OQbNaZ2_wogAX8JVGWy&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfA0H4DNI3W-yCfAppC9AHbs8_Il9A3-ik6blWKz5BPCZw&oe=655DD576'],Colissimo Tunisia,17 novembre,[كوليسيمو ، اسرع شركة توصيل في تونس.للمزيد من المعلومات الرجاء الاتصال على بريد الصفحة او على الارقام التاليه.https://www.colissimo.tnTel : +21629917890 /+21629917891 /+21629917898Mail : contact@colissimo.tn,,"Amen BM, Sana Ben Ali, Colissimo Tunisia, Hela Messadi, Mohamed Zohaier Saad, Colissimo Tunisia, Ameni Abbes, سميه الامير, Colissimo Tunisia, Aiman Ben Hamied, Àlí Hâfîdhï, Khayri Jemaï, Красивый Красивый, Abou Al Awled, Bent Bouha, Sabouhatocom Marzouk, Colissimo Tunisia, سفيان للكهرباء, Nader Ajri, Wiem Msekni Ep Abdennadher, Colissimo Tunisia, Hamza Ben Hadef, Colissimo Tunisia, Ftiti Sofien, Moncef Moulahi, Mekki Rayen, FoDha Rk, Colissimo Tunisia, Ra Ched, Colissimo Tunisia, Aymen Namouch, Mouhamed Arabi, Abdo Hamed, Mar Mar, Salim Salim, Aziz Youssef, Jihed Hafedh, Шайма Аль Шариф, Rayen Źî Ķô, Anis Barhoumi, Abou Goffrane, Ahmed Ahmed, Colissimo Tunisia, Hwassa Hwassa Hwassa","'..', 'يعطيكم الصحة على المجهود الي تعملو فيه انشاء الله بالنجاح والتوفيق', 'Sana Epous Riabi', 'N7ib nab3ath colis lbologne italie e un autre quebec canada chnouwa l procedure prix possible ou nn merci', 'Mohamed Zohaier Saad', 'Top du top bonne continuation', 'اش هذي من فضلك', 'سميه الامير', 'عندكم توصيل ليبيا بنغازي', 'Khayri Jemaïchouf rajel 3nda colis fy ben gazii', 'Àlí Hâfîdhïههههههههه', 'في فرانسا زادااااا 3 ايام و توووصل .. calissimo', 'Bon courage  support rapide', 'Number one', 'انا معاقة وسعات نستحق كرهبة كيف هذي نطلع بالكروسة جزاكم الله خير وربي يكون في العون', 'Sabouhatocom Marzoukكلمنا في اي وقت . اسطول كامل على ذمتك مجانا وان شاء الله ربي يشفيك', 'توزر تخدموا', 'سفيان للكهرباءoui', 'Ta3mlou livraison sfax tunis', 'Wiem Msekni Ep Abdennadheryess', 'Bravo Colissimo très très rapide w service tayara', 'Hamza Ben Hadef', 'Bjr', 'قداش التوصيل القيروان -تونس', 'السلام عليكم ورحمة الله وبركاته  هل هذه الشركة تتعامل مع علي بابا', 'Ya3tikom sa7a service rapide w 5edma pro', 'FoDha R'k', 'Wassim Wassim', '', 'سلام عليكم بلا هي اتحبوش اعلا شوفور راني مستحق خدمة الله يرحم والديكم وسلام', 'سلام', 'السلام عليكمكان عندى سؤال', 'السلام عليكم', 'السلام نحب نشارك معاكم كفاش', 'سلام عليكم', 'سلم', 'Slm', 'سلام', 'Slt', 'يعني كل شيء في تونس ننقلوه عل فرنساCopier collerيا سيدي مبروك و ان شاء الله تكونو عند حسن الضن و مهنيين مثل لخرين', 'T3amelet m3ahom vraiment 7aja raw3a torbia w akhla9. Yekhdmo par tous gbeli gabes gafsa tozer Kassrine.', 'Ahmed Ahmed', 'تكسير بطاطا'",43.0,0.0,106.0,1200.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/223481873245418/?type=3,2021,13000,2,"Colissimo, the fastest delivery company Tunisia. For more formation, please contact the page’s email or the followg numbers. https://www.colissimo.tnTel: +21629917890 /+21629917891 /+21629917898Mail: contact@colissimo.tn",17.0,9,2021-11-17,6,0,0,"['NEG', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'NEG', 'POS', 'POS', 'POS', 'POS', 'POS', 'NEG', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'NEG', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'NEG', 'POS', 'NEG', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'NEG', 'POS', 'POS', 'POS', 'POS', 'POS', 'NEG']","['fr', 'ar', 'TN', 'TN', 'TN', 'TN', 'ar', 'ar', 'ar', 'TN', 'fr', 'ar', 'TN', 'en', 'ar', 'ar', 'fr', 'fr', 'TN', 'TN', 'TN', 'TN', 'TN', 'ar', 'ar', 'TN', 'TN', 'TN', 'fr', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'TN', 'ar', 'TN', 'ar', 'TN', 'TN', 'fr']","' None ', ' May God grant you good health for the effort you are working in', 'God willing', 'with success and success ', ' Sana Epous Riabi ', ' N7ib nab3ath colis lbologne italie e un autre quebec canada chnouwa l procedure prix possible ou nn merci ', ' Mohamed Zohaier Saad ', ' Top du top bonne continuation ', ' What is this please? ', ' Name him the prince ', ' Do you have delivery to Libya Benghazi? ', ' Khayri Jemaïchouf rajel 3nda colis fy ben gazii ', ' Àlí Hâfîdhïههههههههه ', ' In France', 'more than 3 days and he arrived.. calissimo ', ' Bon courage  support rapide ', ' Number one ', ' I am disabled and I am in a state of awe. How can we get out of the croissant? May God reward you with goodness and may God help us. ', ' Sabouhatocom Marzouk', 'call us at any time. An entire fleet is at your disposal for free', 'and God willing', 'may God heal you ', ' توزر تخدموا ', ' Yes ', ' Ta3mlou livraison sfax tunis ', ' Wiem Msekni Ep Abdennadheryess ', ' Bravo Colissimo très très rapide w service tayara ', ' Hamza Ben Hadef ', ' Bjr ', ' Delivery cost Kairouan - Tunisia ', ' May God’s peace', 'mercy', 'and blessings be upon you. Does this company deal with Alibaba? ', ' Ya3tikom sa7a service rapide w 5edma pro ', ' ""FoDha Rk"" ', ' Wassim Wassim ', '  ', ' Peace be upon you. May God have mercy on your parents. Peace be upon you ', ' Hello ', ' Peace be upon you', 'I have a question ', ' Hello ', ' Peace be upon you', 'we would like to share with you Kafash ', ' Hello ', ' peace ', ' Slm ', ' Hello ', ' Slt ', ' I mean', 'everything in Tunisia is transferred to France. Copier coller Sir', 'congratulations', 'and God willing', 'you will be as good and professional as others. ', ' T3amelet m3ahom vraiment 7aja raw3a torbia w akhla9. Yekhdmo par tous gbeli gabes gafsa tozer Kassrine. ', ' Ahmed Ahmed ', ' تكسير بطاطا '",2,0,1488,220,49,8,1,2,0.9999
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/255724027_221332300127042_437193298729762526_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=nTd5fLsCTjEAX8-x_-K&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfCZrMoqdQwT-twf0yYdDWG_4U3KE16yBmiPhMWNaIP4yQ&oe=655D9785'],Colissimo Tunisia,14 novembre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/221334650126807/?type=3,2021,13000,0,,14.0,9,2021-11-14,3,0,0,,,,0,0,0,0,0,0,0,0,0.9999
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/256416365_221334323460173_97903052372354099_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=1c4-gLCDf3MAX-xrLM0&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfD_GRA3bebL6ddMRZs-I5IDUh4fXPmmy5gx7Wss1n1dVA&oe=655D484D'],Colissimo Tunisia,14 novembre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/221334326793506/?type=3,2021,13000,0,,14.0,9,2021-11-14,3,0,0,,,,0,0,0,0,0,0,0,0,0.9999
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/254991658_221334100126862_3022664319596451939_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=am7VDaFYgasAX8hToSF&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfDbMd-EEd-y_RjmYkwL0tn8sduLgo8KgNKXV-E2Ilgf-Q&oe=655D1C0E'],Colissimo Tunisia,14 novembre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/221334106793528/?type=3,2021,13000,0,,14.0,9,2021-11-14,3,0,0,,,,0,0,0,0,0,0,0,0,0.9999
['https://scontent.ftun4-2.fna.fbcdn.net/v/t39.30808-6/255724027_221332300127042_437193298729762526_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=nTd5fLsCTjEAX8-x_-K&_nc_ht=scontent.ftun4-2.fna&cb_e2o_trans=q&oh=00_AfCZrMoqdQwT-twf0yYdDWG_4U3KE16yBmiPhMWNaIP4yQ&oe=655D9785'],Colissimo Tunisia,14 novembre,[انت شركه والا حرفي والا  عندك بوتيك عالانترنت ؟ سلعتك توصل مكسره والا مضروبه للحرفاء متاعك ؟عندك صعوبه باش توصل سلعتك والوقت ؟#colissimoهي الحل الافضل .ما عليك كان تكلمنا عالباج والا رقم الهاتف واحنا نوفرولك احسن الحلول وباحسن الاسعارhttps://www.colissimo.tnTel : +21629917890 /+21629917891 /+21629917898Mail : contact@colissimo.tn,"colissimo, tupperone","Sà Nà, Conseiller En Leasing, صابر بن صالح, Amna Garrch Ep Hammouda, صابر بن صالح, Amna Garrch Ep Hammouda, صابر بن صالح, Amna Garrch Ep Hammouda, Khouloud Agga, كروشيهات ددو, Walid Semani, Conseiller En Leasing, Ongleerie Haanen, Walid Semani, Mohamed Ali Sghiri, Amira Mn, Sà Nà, Colissimo Tunisia, كروشيهات ددو, Azī Zā, Colissimo Tunisia, الماجري عمر, Ameni Baccar, Colissimo Tunisia, Espace Gaaloul, Colissimo Tunisia, Asma Massoudi, Colissimo Tunisia, Moutia Boucherbe, Raja Sakni Jaziri","'A7la colissimo', 'Ti bien sûr collisimo 5iirrrr', 'عندي 3 شهور نخدم معاكم الحق التعامل معاكم في منتهى الحرافية و ثيقة يعطيكم الف صحة ..', 'صابر بن صالحلازم باتيندا والفلوس كل قداش تتحاسبو', 'Amnâ Gârrâch Ep Hâmmoudâكلمهم و تهنى التسهيلات الكل موجودة و امورك الكل تبدى مريڨلة', 'صابر بن صالححبيت نعرف رأي حريف تعامل معاهم أكيد نجم نكلمهم توا ماك تعرف الناس الكل تتشكا من شركات التوصيل الكلام حاجة والواقع حاجة أخرى', 'Amnâ Gârrâch Ep Hâmmoudâواللهي اني خدمت معاهم الكل من غير ذكر الايامي الحق الي قيتو مع كوليسمو ما قيتوش مع حتى شركة توصيل اخرى و فلوسك تاخوها كيف ما تحب انت عن طري البانكا و الا يصلولك في ماصو و انت تخطار النهار الي تحب تخلص فيه', 'صابر بن صالحربي يباركلك', 'twaslou hajet de grande tailles?', 'Khouloud Aggauiii ywaslo', 'Khouloud AggaOui bien sûr', 'Ahla collisimou', 'Toujours satisfaite c laMeilheurmercii bcp', 'Ongleerie HaanenMerci beaucoup', 'Merci pour votre service', '', 'Colissimo wedenya belissimo', 'Sà Nà', 'Bel7a9 ya3tikom sa77a', 'https:www.facebook.com/groups/288897184776234/?ref=share', 'Azī Zā', 'Je confirme من اكفء الشركات توصيل في تونس', 'Ameni Baccar', 'أقول شركة نقل الطرود في تونس Colissimo', 'Espace Gaaloul', 'Top', 'Asma Massoudi', 'Win fi nabeul', 'عسلامةشكون يحب يخدم معايا في#Tupperoneشركة تونسية مختصة في البلاستيك الصحي فيها des challenges تحفونين وplan marketing tayaaara'",29.0,0.0,95.0,1100.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/colissimotunisia/photos/pb.100067538666505.-2207520000/221332303460375/?type=3,2021,13000,2,"Are you a company, a craftsman, or do you have an onle boutique? Your goods arrive broken or damaged to your customers? Do you have difficulty gettg your goods and time to deliver?  is the best solution. All you have to do is call us on the email or the phone number and we will provide you with the best solutions and the best prices. https://www.colissimo.tnTel: +21629917890 /+21629917891 /+ 21629917898Mail: contact@colissimo.tn",14.0,9,2021-11-14,3,0,2,"['POS', 'NEG', 'POS', 'NEG', 'NEG', 'POS', 'NEG', 'POS', 'POS', 'POS', 'POS', 'NEG', 'NEG', 'POS', 'POS', 'POS', 'NEG', 'POS', 'POS', 'POS', 'NEG', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'NEG', 'POS', 'NEG', 'POS', 'POS', 'NEG', 'POS', 'NEG', 'NEG', 'NEG', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS', 'POS']","['TN', 'TN', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'fr', 'TN', 'fr', 'TN', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'TN', 'en', 'fr', 'ar', 'TN', 'ar', 'fr', 'TN', 'TN', 'TN', 'ar']","' A7la colissimo ', ' Ti bien sûr collisimo 5iirrrr ', ' I have 3 months to serve with you. I have the right to deal with you with the utmost professionalism and a trust that gives you a thousand blessings.. ', ' Saber bin Saleh Lazem Batinda', 'and how much money do you charge? ', ' Amnâ Gârrâch by Hâmmoudâ Talk to them and congratulate them', 'the facilities are all there and your affairs are all looking miserable ', ' Saber bin Saleh', 'I would like to know the opinion of someone who deals with them', 'of course', 'we just talk to them', 'you don’t know the people', 'everyone complains about the delivery companies. Talk is one thing', 'reality is another thing. ', ' Amnâ Gârrâch Ep Hâmmoudâ By God', 'I have served with all of them', 'without mentioning the days. The truth is that those who met with Colesmo did not find it with even another delivery company', 'and you take your money however you like via banka', 'or they will arrive to you in Maso and you will notify yourself of the day that you would like to spend it. ', ' Saber bin Salehrab bless you ', ' twaslou hajet of large sizes? ', ' Khouloud Aggauiii ywaslo ', ' Khouloud AggaYes of course ', ' Ahla collisimou ', ' Always satisfied c laMeilheurthanks a lot ', ' Onglerie HaanenThank you very much ', ' Thank you for your service ', '  ', ' Colissimo wedenya belissimo ', ' Sà Nà ', ' Bel7a9 ya3tikom sa77a ', ' https://www.facebook.com/groups/288897184776234/?ref=share ', ' Azī Zā ', ' I confirm that it is one of the most efficient delivery companies in Tunisia ', ' Ameni Baccar ', ' I say the parcel transport company in Tunisia is Colissimo ', ' Gaaloul Space ', ' Top ', ' Asma Massoudi ', ' Win fi nabeul ', ' Salamah', 'who would like to serve with me at #Tupperone', 'a Tunisian company specializing in sanitary plastic', 'which has des challenges Tahfunine and plan marketing tayaaara '",1,0,1326,432,30,14,1,2,0.9999
